config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline_selector=recent_k:2,,,1698,10.84686681689948,22.486722208730615,,622.9520128108561,20.0,,12987.36279296875,13086.0,True
threshold=0.35_gamma=8_selector=recent_k:2,0.35,8,1698,10.895102344584037,22.54730367655577,,122.2276664339006,4.006478209658422,6.219784524975514,12991.70654296875,13086.0,True
threshold=0.7_gamma=8_selector=recent_k:2,0.7,8,1698,10.902755948342183,22.58030846315392,,121.89886230044067,4.004711425206125,6.303606428851431,12992.0107421875,13086.0,True
