config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline,,,300,15.895621841192918,31.978097424218316,,459.50949913822114,20.0,,12996.11669921875,13086.0,True
threshold=0.35_gamma=8,0.35,8,300,15.927836322117027,32.02589304001501,,100.13759648427367,4.203333333333333,5.675338189386056,13003.93115234375,13086.0,True
