sample_id,video,user,timestep,mae,corrected_rmse,mean_angular_error,latency_ms,target_forward_count,accepted_sum,finite,selected_k
0,3,16,30,31.792902396743496,51.402510617726286,31.792902396743496,723.7025420181453,20,,True,
1,3,16,90,9.77456970276932,18.1107869568925,9.77456970276932,457.8829351812601,20,,True,
2,3,16,150,13.51469059685866,17.402896433645047,13.51469059685866,457.3924969881773,20,,True,
3,3,16,210,9.890765096868078,18.113103289179794,9.890765096868078,460.86812065914273,20,,True,
4,3,16,270,39.47610609655579,59.06773421557531,39.47610609655579,457.2551376186311,20,,True,
5,3,16,330,3.1862912476062775,4.7660892916244295,3.1862912476062775,457.9662228934467,20,,True,
6,3,16,390,15.006228659550349,19.11742364537756,15.006228659550349,457.03106420114636,20,,True,
7,3,16,450,15.592937231188019,25.154832022194793,15.592937231188019,457.3272243142128,20,,True,
8,3,16,510,43.51564639446636,71.2213752051634,43.51564639446636,456.9036830216646,20,,True,
9,3,16,570,3.720396142080426,4.243230228992637,3.720396142080426,457.0634248666465,20,,True,
10,3,16,630,5.711131206651529,8.366156872129643,5.711131206651529,456.9953070022166,20,,True,
11,3,16,690,6.219692207997044,8.615903135513008,6.219692207997044,456.9015000015497,20,,True,
12,3,16,750,37.85857449987282,69.20720904793552,37.85857449987282,456.57155476510525,20,,True,
13,3,16,810,9.908563605944316,17.24217186419908,9.908563605944316,458.1973301246762,20,,True,
14,3,16,870,3.898472234606743,4.7195372937959545,3.898472234606743,456.8635066971183,20,,True,
15,3,16,930,10.04106570482254,12.644116706438334,10.04106570482254,456.9919207133353,20,,True,
16,3,16,990,61.644990460202095,84.29804261165572,61.644990460202095,456.75973081961274,20,,True,
17,3,16,1050,9.183341979980469,12.421774893279476,9.183341979980469,464.838411193341,20,,True,
18,3,16,1110,5.320838030179342,8.025528789685552,5.320838030179342,494.73147885873914,20,,True,
19,3,16,1170,11.741777563095093,15.179811028774187,11.741777563095093,493.78311494365335,20,,True,
20,3,16,1230,11.449201893806457,16.20649108165742,11.449201893806457,494.13579190149903,20,,True,
21,3,16,1290,12.6939155737559,16.999445864942054,12.6939155737559,494.35502709820867,20,,True,
22,3,16,1350,5.078858160972596,6.357037916775654,5.078858160972596,495.71242509409785,20,,True,
23,3,7,30,35.029641044139865,51.55644988305122,35.029641044139865,500.5574682727456,20,,True,
24,3,7,90,12.372177043557167,26.39717873393218,12.372177043557167,496.84980511665344,20,,True,
25,3,7,150,44.391594005624455,75.95289210984213,44.391594005624455,494.689280167222,20,,True,
26,3,7,210,10.616826488574345,18.92345547990952,10.616826488574345,569.5718787610531,20,,True,
27,3,7,270,48.08257427612941,78.69134133294902,48.08257427612941,487.78984136879444,20,,True,
28,3,7,330,3.7179668923219045,6.178426168692288,3.7179668923219045,458.30188784748316,20,,True,
29,3,7,390,15.056987206141153,19.408638194085523,15.056987206141153,458.2146732136607,20,,True,
30,3,7,450,10.52910985549291,17.588791575487313,10.52910985549291,456.56835986301303,20,,True,
31,3,7,510,26.13439628208677,45.96411587178996,26.13439628208677,457.4838010594249,20,,True,
32,3,7,570,3.6937243372201918,5.877271648127922,3.6937243372201918,457.27710984647274,20,,True,
33,3,7,630,6.696569149382412,13.479635696150723,6.696569149382412,456.7963099107146,20,,True,
34,3,7,690,11.984073668159544,20.123831669347894,11.984073668159544,459.8442353308201,20,,True,
35,3,7,750,1.2458411047856013,1.5959557492071919,1.2458411047856013,486.70368595048785,20,,True,
36,3,7,810,38.89502923687299,59.25430613376973,38.89502923687299,494.8602537624538,20,,True,
37,3,7,870,15.707892441749573,17.850189411868765,15.707892441749573,495.230914093554,20,,True,
38,3,7,930,30.355029896460472,35.738158171862096,30.355029896460472,460.14033630490303,20,,True,
39,3,7,990,45.83472724358241,73.15439956552233,45.83472724358241,471.7971431091428,20,,True,
40,3,7,1050,10.33581314086914,14.632269602025987,10.33581314086914,466.04180708527565,20,,True,
41,3,7,1110,7.527293170491855,9.975879606066849,7.527293170491855,499.61654795333743,20,,True,
42,3,7,1170,9.559865220387776,13.701915484077091,9.559865220387776,457.92282186448574,20,,True,
43,3,7,1230,6.895169659455617,10.897227531412902,6.895169659455617,456.7866832949221,20,,True,
44,3,7,1290,7.163922850290934,9.452623834491664,7.163922850290934,456.41416776925325,20,,True,
45,3,7,1350,5.199821535746256,6.555769139361091,5.199821535746256,457.62187289074063,20,,True,
46,3,46,30,9.09219084015737,9.971084146055553,9.09219084015737,457.2879709303379,20,,True,
47,3,46,90,21.324902566770714,39.557462588798536,21.324902566770714,457.0278888568282,20,,True,
48,3,46,150,51.260108164635795,78.921415252982,51.260108164635795,460.98929177969694,20,,True,
49,3,46,210,14.079592831929524,15.209488596855637,14.079592831929524,456.3565091229975,20,,True,
50,3,46,270,62.302429059892894,96.24821597861036,62.302429059892894,456.93843998014927,20,,True,
