sample_id,video,user,timestep,mae,corrected_rmse,mean_angular_error,latency_ms,target_forward_count,accepted_sum,finite,selected_k
0,3,16,30,31.954186843459805,51.69449119234177,31.954186843459805,146.64948685094714,5,18,True,
1,3,16,90,9.388015620534619,17.43925365127774,9.388015620534619,98.40630181133747,4,19,True,
2,3,16,150,13.63484783867995,17.70573483816415,13.63484783867995,122.9128921404481,5,18,True,
3,3,16,210,9.638743307317297,17.476939496621966,9.638743307317297,97.96855365857482,4,19,True,
4,3,16,270,39.59086744909485,59.20083740455352,39.59086744909485,122.79175315052271,5,18,True,
5,3,16,330,3.1408582031726837,4.749826544266779,3.1408582031726837,99.02975987643003,4,18,True,
6,3,16,390,15.006192253033321,19.134398593959396,15.006192253033321,122.98202328383923,5,18,True,
7,3,16,450,15.496059095983703,25.092093296002343,15.496059095983703,98.4906111843884,4,18,True,
8,3,16,510,44.20950740215679,72.57876866173432,44.20950740215679,122.14585114270449,5,18,True,
9,3,16,570,3.85317049510777,4.4267744850285125,3.85317049510777,97.93538134545088,4,19,True,
10,3,16,630,5.819930187364419,8.544842754239427,5.819930187364419,97.93648170307279,4,19,True,
11,3,16,690,6.301126505558689,8.820592568208074,6.301126505558689,97.96853270381689,4,19,True,
12,3,16,750,37.80179184097797,69.06581661854035,37.80179184097797,98.70497602969408,4,18,True,
13,3,16,810,9.849718085924785,17.107224823753068,9.849718085924785,97.73114463314414,4,19,True,
14,3,16,870,3.835939499735832,4.646891759836575,3.835939499735832,97.95396588742733,4,19,True,
15,3,16,930,9.998264801502227,12.618636366881958,9.998264801502227,98.65794703364372,4,18,True,
16,3,16,990,61.33394004516303,83.88193397453179,61.33394004516303,98.95133320242167,4,18,True,
17,3,16,1050,9.199180603027344,12.444285051737198,9.199180603027344,98.68597006425261,4,18,True,
18,3,16,1110,5.361592284838358,8.113009114158128,5.361592284838358,98.62885298207402,4,18,True,
19,3,16,1170,11.699846410751343,15.123878042576003,11.699846410751343,98.73211802914739,4,18,True,
20,3,16,1230,11.512464833259582,16.30437159367459,11.512464833259582,98.94792595878243,4,18,True,
21,3,16,1290,12.70874711672465,17.041613938950036,12.70874711672465,98.56422990560532,4,18,True,
22,3,16,1350,4.933747076988221,6.224170190595377,4.933747076988221,98.6876841634512,4,18,True,
23,3,7,30,35.12282456159592,51.74897770292584,35.12282456159592,122.7301973849535,5,18,True,
24,3,7,90,12.494843883812427,26.62867647241294,12.494843883812427,99.06077897176147,4,18,True,
25,3,7,150,44.31101615528266,75.81876789351695,44.31101615528266,99.2203108035028,4,18,True,
26,3,7,210,10.704092441002528,19.17111907652591,10.704092441002528,98.15961495041847,4,19,True,
27,3,7,270,47.96334972778956,78.29732320699101,47.96334972778956,123.57131764292717,5,17,True,
28,3,7,330,3.7174738983313245,6.194424519586508,3.7174738983313245,97.9862972162664,4,19,True,
29,3,7,390,14.695362991094589,19.200727983851785,14.695362991094589,98.91963191330433,4,18,True,
30,3,7,450,10.905660529931387,18.247305108954016,10.905660529931387,98.03790505975485,4,19,True,
31,3,7,510,26.292690959821144,46.30719451998287,26.292690959821144,122.8926139883697,5,18,True,
32,3,7,570,3.876946281393369,6.172618754710052,3.876946281393369,97.97548735514283,4,19,True,
33,3,7,630,6.734541659243405,13.52017883915884,6.734541659243405,98.67265494540334,4,18,True,
34,3,7,690,12.016886740364134,20.174601475482596,12.016886740364134,98.30396762117743,4,19,True,
35,3,7,750,1.1934975574413935,1.5612985947006612,1.1934975574413935,98.78704184666276,4,18,True,
36,3,7,810,38.94707696636518,59.30231696847764,38.94707696636518,123.02260007709265,5,18,True,
37,3,7,870,15.568366074562073,17.72815738533477,15.568366074562073,98.84800668805838,4,18,True,
38,3,7,930,30.363773182593285,35.76710674181216,30.363773182593285,123.85954288765788,5,17,True,
39,3,7,990,45.92904944817225,73.37295061649407,45.92904944817225,123.39605577290058,5,18,True,
40,3,7,1050,10.334574508666993,14.674746582002898,10.334574508666993,98.3453462831676,4,18,True,
41,3,7,1110,7.418848956624667,9.854441596532025,7.418848956624667,123.99996910244226,5,18,True,
42,3,7,1170,9.495595200856526,13.68585303781824,9.495595200856526,99.69000890851021,4,18,True,
43,3,7,1230,6.860445296764373,10.839988037862561,6.860445296764373,99.17066805064678,4,18,True,
44,3,7,1290,7.200910154978434,9.530182326508536,7.200910154978434,98.30487985163927,4,19,True,
45,3,7,1350,5.230674807230631,6.621753297100655,5.230674807230631,99.40332686528563,4,19,True,
46,3,46,30,9.33004484406362,10.219825320439039,9.33004484406362,122.96355795115232,5,18,True,
47,3,46,90,21.54288962731759,40.07135279444514,21.54288962731759,98.91443233937025,4,18,True,
48,3,46,150,51.086852941599986,78.63771367300671,51.086852941599986,123.67157684639096,5,17,True,
49,3,46,210,14.220189221700032,15.400557930444768,14.220189221700032,99.2089700885117,4,18,True,
