sample_id,video,user,timestep,mae,corrected_rmse,mean_angular_error,latency_ms,target_forward_count,accepted_sum,finite,selected_k
0,4,83,30,14.784557200719913,19.647735907320293,14.784557200719913,738.2576800882816,20,,True,2
1,4,83,45,22.377465696136156,27.365379129533874,22.377465696136156,464.85016122460365,20,,True,2
2,4,83,60,12.798200908799966,16.42718907327695,12.798200908799966,463.826775085181,20,,True,2
3,4,83,75,19.419250729121266,29.545746614447435,19.419250729121266,464.4289342686534,20,,True,2
4,4,83,90,24.072173118094604,39.97177335231967,24.072173118094604,484.14243990555406,20,,True,2
5,4,83,105,40.819403329491614,67.03757632052572,40.819403329491614,514.5938959904015,20,,True,2
6,4,83,120,6.694145617882411,8.709698121355347,6.694145617882411,512.9259903915226,20,,True,2
7,4,83,135,6.428620314598083,7.129997374232849,6.428620314598083,514.3763939850032,20,,True,2
8,4,83,150,11.539965228239696,17.602384798353953,11.539965228239696,514.4590511918068,20,,True,2
9,4,83,165,7.302292025089264,9.489428154351067,7.302292025089264,513.849358074367,20,,True,2
10,4,83,180,27.889437307293218,47.11446116610048,27.889437307293218,513.7638957239687,20,,True,2
11,4,83,195,12.961655840898553,15.780621800837112,12.961655840898553,514.8918498307467,20,,True,2
12,4,83,210,12.066362803429366,20.749091032895056,12.066362803429366,514.6409552544355,20,,True,2
13,4,83,225,30.86711903139949,47.23098576043922,30.86711903139949,514.7589789703488,20,,True,2
14,4,15,30,10.141412274787823,12.510979990238287,10.141412274787823,514.9185098707676,20,,True,2
15,4,15,45,3.0453009178241093,3.980565877492067,3.0453009178241093,514.9347111582756,20,,True,2
16,4,15,60,1.596680724620819,2.022749198090737,1.596680724620819,515.0068271905184,20,,True,2
17,4,15,75,1.4721070051193237,1.9577025812901057,1.4721070051193237,515.4338553547859,20,,True,2
18,4,15,90,1.494445252418518,2.064342308240213,1.494445252418518,489.0602729283273,20,,True,2
19,4,15,105,7.003783447295428,12.005100210304553,7.003783447295428,465.4821967706084,20,,True,2
20,4,15,120,8.593309448162715,12.942400228107578,8.593309448162715,466.4380862377584,20,,True,2
21,4,15,135,1.3253271023432414,2.027286921301881,1.3253271023432414,525.704151019454,20,,True,2
22,4,15,150,1.289876969655355,1.7632623103959137,1.289876969655355,526.5230699442327,20,,True,2
23,4,15,165,7.034973814090093,13.247626302391163,7.034973814090093,526.6945143230259,20,,True,2
24,4,15,180,13.513715283945203,23.431322261874808,13.513715283945203,541.6373973712325,20,,True,2
25,4,15,195,7.686554390564561,10.019945412746917,7.686554390564561,515.9490900114179,20,,True,2
26,4,15,210,23.342561588188012,43.22623416547238,23.342561588188012,515.7645810395479,20,,True,2
27,4,15,225,12.911479139328003,18.969369053611796,12.911479139328003,515.2662503533065,20,,True,2
28,4,3,30,13.162583281596502,18.924368754911423,13.162583281596502,515.2668203227222,20,,True,2
29,4,3,45,20.735180302212637,28.297811044087542,20.735180302212637,516.6409001685679,20,,True,2
30,4,3,60,8.463940275398393,9.636042012637592,8.463940275398393,515.8686791546643,20,,True,2
31,4,3,75,6.312340949910382,8.416980375819023,6.312340949910382,530.0002573058009,20,,True,2
32,4,3,90,2.43063381947577,3.6652171141379384,2.43063381947577,472.197731025517,20,,True,2
33,4,3,105,4.599614312623938,7.110844813959515,4.599614312623938,465.39401076734066,20,,True,2
34,4,3,120,3.4493715055286884,5.667740633052295,3.4493715055286884,465.5763260088861,20,,True,2
35,4,3,135,11.786620179812113,15.007727320057851,11.786620179812113,471.9623262062669,20,,True,2
36,4,3,150,11.563984093566736,16.15597053891729,11.563984093566736,480.83951603621244,20,,True,2
37,4,3,165,13.913889209429422,18.311850729489418,13.913889209429422,488.2026528939605,20,,True,2
38,4,3,180,6.855020451545715,11.857516622749516,6.855020451545715,529.40389001742,20,,True,2
39,4,3,195,4.131172472238541,6.139702722886416,4.131172472238541,514.8393423296511,20,,True,2
40,4,3,210,1.6218800048033397,2.05891164305488,1.6218800048033397,515.8498450182378,20,,True,2
41,4,3,225,3.479258630673091,3.792872033189641,3.479258630673091,516.3825210183859,20,,True,2
42,4,35,30,8.26782376250873,10.397532559020046,8.26782376250873,516.528117004782,20,,True,2
43,4,35,45,6.767798433204492,7.973453038634831,6.767798433204492,515.497017186135,20,,True,2
44,4,35,60,3.6261706123749415,5.313566764419595,3.6261706123749415,515.3851448558271,20,,True,2
45,4,35,75,2.278529179096222,3.3511840425656594,2.278529179096222,518.7556510791183,20,,True,2
46,4,35,90,2.965697737534841,6.477026858485097,2.965697737534841,517.326848115772,20,,True,2
47,4,35,105,5.733817192415397,7.70589359086776,5.733817192415397,515.9098687581718,20,,True,2
48,4,35,120,4.894895605742931,6.288831112044855,4.894895605742931,516.1259369924664,20,,True,2
49,4,35,135,3.347082566966613,5.328372068301357,3.347082566966613,516.137357801199,20,,True,2
