config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline_selector=recent_k:2,,,50,10.017189621763924,20.1992407737527,,514.970769174397,20.0,,12987.4423828125,13086.0,True
threshold=0.35_gamma=8_selector=recent_k:2,0.35,8,50,10.018038059212268,20.223159471450806,,98.91305770725012,4.02,6.245033112582782,12991.3017578125,13086.0,True
