config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline_selector=adaptive_k:1.93:5.22,,,50,10.5922342558677,22.089463437497074,,486.0122639220208,20.0,,12996.19677734375,13086.0,True
threshold=0.35_gamma=8_selector=adaptive_k:1.93:5.22,0.35,8,50,10.595116833147904,22.085122796546287,,108.12908806838095,4.06,6.104575163398692,12999.54345703125,13086.0,True
