config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline,,,50,11.036768085417648,22.132159381010695,,467.1703539788723,20.0,,12996.11669921875,13086.0,True
threshold=0.35_gamma=8,0.35,8,50,11.031369208392997,22.109701547003056,,96.30334447138011,4.2,5.73125,13002.4306640625,13086.0,True
