sample_id,video,user,timestep,mae,corrected_rmse,mean_angular_error,latency_ms,target_forward_count,accepted_sum,finite,selected_k
0,4,83,30,14.784557200719913,19.647735907320293,14.784557200719913,752.7114460244775,20,,True,2
1,4,83,45,20.80272679626942,26.29567795526505,20.80272679626942,468.4567670337856,20,,True,10
2,4,83,60,12.798200908799966,16.42718907327695,12.798200908799966,495.92641135677695,20,,True,2
3,4,83,75,19.419250729121266,29.545746614447435,19.419250729121266,496.11738370731473,20,,True,2
4,4,83,90,24.072173118094604,39.97177335231967,24.072173118094604,495.80056266859174,20,,True,2
5,4,83,105,53.51648858288924,87.85994579605375,53.51648858288924,496.12054880708456,20,,True,4
6,4,83,120,11.085034881035487,13.69175446940382,11.085034881035487,472.34710585325956,20,,True,4
7,4,83,135,6.428620314598083,7.129997374232849,6.428620314598083,457.47399469837546,20,,True,2
8,4,83,150,11.539965228239696,17.602384798353953,11.539965228239696,462.8387219272554,20,,True,2
9,4,83,165,7.458981668949127,9.480920728330862,7.458981668949127,455.71563905104995,20,,True,4
10,4,83,180,27.889437307293218,47.11446116610048,27.889437307293218,455.3066361695528,20,,True,2
11,4,83,195,13.084705545132358,16.00621204457483,13.084705545132358,455.31734684482217,20,,True,4
12,4,83,210,11.655850228915613,19.22367824677352,11.655850228915613,456.8532221019268,20,,True,4
13,4,83,225,30.86711903139949,47.23098576043922,30.86711903139949,455.5756850168109,20,,True,2
14,4,15,30,10.141412274787823,12.510979990238287,10.141412274787823,455.83988493308425,20,,True,2
15,4,15,45,3.0453009178241093,3.980565877492067,3.0453009178241093,458.9381949044764,20,,True,2
16,4,15,60,1.596680724620819,2.022749198090737,1.596680724620819,457.98951108008623,20,,True,2
17,4,15,75,1.4721070051193237,1.9577025812901057,1.4721070051193237,456.2847460620105,20,,True,2
18,4,15,90,1.494445252418518,2.064342308240213,1.494445252418518,457.6108236797154,20,,True,2
19,4,15,105,7.003783447295428,12.005100210304553,7.003783447295428,457.37225376069546,20,,True,2
20,4,15,120,9.863243142763773,14.52294119883555,9.863243142763773,458.66771368309855,20,,True,4
21,4,15,135,1.3253271023432414,2.027286921301881,1.3253271023432414,461.7795189842582,20,,True,2
22,4,15,150,1.289876969655355,1.7632623103959137,1.289876969655355,455.3826907649636,20,,True,2
23,4,15,165,7.034973814090093,13.247626302391163,7.034973814090093,455.778650008142,20,,True,2
24,4,15,180,13.513715283945203,23.431322261874808,13.513715283945203,455.7304782792926,20,,True,2
25,4,15,195,17.183978000904123,28.766913100014946,17.183978000904123,454.3936210684478,20,,True,10
26,4,15,210,23.342561588188012,43.22623416547238,23.342561588188012,455.30659705400467,20,,True,2
27,4,15,225,14.451998408635458,28.684241301706287,14.451998408635458,455.83871426060796,20,,True,10
28,4,3,30,13.162583281596502,18.924368754911423,13.162583281596502,453.9940352551639,20,,True,2
29,4,3,45,20.781458397457996,28.834611581520914,20.781458397457996,456.35534217581153,20,,True,4
30,4,3,60,8.463940275398393,9.636042012637592,8.463940275398393,455.92765184119344,20,,True,2
31,4,3,75,6.312340949910382,8.416980375819023,6.312340949910382,455.34317707642913,20,,True,2
32,4,3,90,2.43063381947577,3.6652171141379384,2.43063381947577,455.2783640101552,20,,True,2
33,4,3,105,4.599614312623938,7.110844813959515,4.599614312623938,455.36905573680997,20,,True,2
34,4,3,120,3.4493715055286884,5.667740633052295,3.4493715055286884,454.95135709643364,20,,True,2
35,4,3,135,11.786620179812113,15.007727320057851,11.786620179812113,454.95186699554324,20,,True,2
36,4,3,150,11.563984093566736,16.15597053891729,11.563984093566736,455.05890995264053,20,,True,2
37,4,3,165,14.038658420244852,18.564065408023975,14.038658420244852,455.19881416112185,20,,True,4
38,4,3,180,6.855020451545715,11.857516622749516,6.855020451545715,456.3806797377765,20,,True,2
39,4,3,195,4.131172472238541,6.139702722886416,4.131172472238541,454.3663999065757,20,,True,2
40,4,3,210,1.6218800048033397,2.05891164305488,1.6218800048033397,455.44368773698807,20,,True,2
41,4,3,225,3.479258630673091,3.792872033189641,3.479258630673091,455.2216976881027,20,,True,2
42,4,35,30,8.26782376250873,10.397532559020046,8.26782376250873,457.9419628717005,20,,True,2
43,4,35,45,6.767798433204492,7.973453038634831,6.767798433204492,454.8710146918893,20,,True,2
44,4,35,60,3.6261706123749415,5.313566764419595,3.6261706123749415,456.43767807632685,20,,True,2
45,4,35,75,2.278529179096222,3.3511840425656594,2.278529179096222,462.80320826917887,20,,True,2
46,4,35,90,2.965697737534841,6.477026858485097,2.965697737534841,466.31944831460714,20,,True,2
47,4,35,105,5.733817192415397,7.70589359086776,5.733817192415397,494.9255231767893,20,,True,2
48,4,35,120,4.894895605742931,6.288831112044855,4.894895605742931,493.69864305481315,20,,True,2
49,4,35,135,3.347082566966613,5.328372068301357,3.347082566966613,495.06626883521676,20,,True,2
