sample_id,video,user,timestep,mae,corrected_rmse,mean_angular_error,latency_ms,target_forward_count,accepted_sum,finite
0,4,83,30,14.784557200719913,19.647735907320293,14.784557200719913,1246.6403380967677,20,,True
1,4,83,45,22.377465696136156,27.365379129533874,22.377465696136156,721.2759349495173,20,,True
2,4,83,60,12.798200908799966,16.42718907327695,12.798200908799966,707.1576341986656,20,,True
3,4,83,75,19.419250729121266,29.545746614447435,19.419250729121266,706.3223170116544,20,,True
4,4,83,90,24.072173118094604,39.97177335231967,24.072173118094604,706.5150681883097,20,,True
5,4,83,105,40.819403329491614,67.03757632052572,40.819403329491614,707.8183819539845,20,,True
6,4,83,120,6.694145617882411,8.709698121355347,6.694145617882411,716.8169650249183,20,,True
7,4,83,135,6.428620314598083,7.129997374232849,6.428620314598083,708.3489471115172,20,,True
8,4,83,150,11.539965228239696,17.602384798353953,11.539965228239696,707.4789963662624,20,,True
9,4,83,165,7.302292025089264,9.489428154351067,7.302292025089264,712.9995669238269,20,,True
10,4,83,180,27.889437307293218,47.11446116610048,27.889437307293218,706.3684239983559,20,,True
11,4,83,195,12.961655840898553,15.780621800837112,12.961655840898553,706.0590437613428,20,,True
12,4,83,210,12.066362803429366,20.749091032895056,12.066362803429366,706.2080628238618,20,,True
13,4,83,225,30.86711903139949,47.23098576043922,30.86711903139949,707.2728392668068,20,,True
14,4,15,30,10.141412274787823,12.510979990238287,10.141412274787823,719.510895665735,20,,True
15,4,15,45,3.0453009178241093,3.980565877492067,3.0453009178241093,730.8967239223421,20,,True
16,4,15,60,1.596680724620819,2.022749198090737,1.596680724620819,703.989292960614,20,,True
17,4,15,75,1.4721070051193237,1.9577025812901057,1.4721070051193237,702.8691619634628,20,,True
18,4,15,90,1.494445252418518,2.064342308240213,1.494445252418518,709.1976790688932,20,,True
19,4,15,105,7.003783447295428,12.005100210304553,7.003783447295428,702.9540021903813,20,,True
20,4,15,120,8.593309448162715,12.942400228107578,8.593309448162715,702.7487470768392,20,,True
21,4,15,135,1.3253271023432414,2.027286921301881,1.3253271023432414,702.9576590284705,20,,True
22,4,15,150,1.289876969655355,1.7632623103959137,1.289876969655355,709.9094926379621,20,,True
23,4,15,165,7.034973814090093,13.247626302391163,7.034973814090093,703.2463997602463,20,,True
24,4,15,180,13.513715283945203,23.431322261874808,13.513715283945203,704.030669759959,20,,True
25,4,15,195,7.686554390564561,10.019945412746917,7.686554390564561,703.1818577088416,20,,True
26,4,15,210,23.342561588188012,43.22623416547238,23.342561588188012,703.2410600222647,20,,True
27,4,15,225,12.911479139328003,18.969369053611796,12.911479139328003,708.7438669987023,20,,True
28,4,3,30,13.162583281596502,18.924368754911423,13.162583281596502,708.1647519953549,20,,True
29,4,3,45,20.735180302212637,28.297811044087542,20.735180302212637,704.3567514047027,20,,True
30,4,3,60,8.463940275398393,9.636042012637592,8.463940275398393,704.9481510184705,20,,True
31,4,3,75,6.312340949910382,8.416980375819023,6.312340949910382,685.1430758833885,20,,True
32,4,3,90,2.43063381947577,3.6652171141379384,2.43063381947577,665.5786330811679,20,,True
33,4,3,105,4.599614312623938,7.110844813959515,4.599614312623938,665.304730180651,20,,True
34,4,3,120,3.4493715055286884,5.667740633052295,3.4493715055286884,665.8402639441192,20,,True
35,4,3,135,11.786620179812113,15.007727320057851,11.786620179812113,665.1458921842277,20,,True
36,4,3,150,11.563984093566736,16.15597053891729,11.563984093566736,665.3118631802499,20,,True
37,4,3,165,13.913889209429422,18.311850729489418,13.913889209429422,670.0311517342925,20,,True
38,4,3,180,6.855020451545715,11.857516622749516,6.855020451545715,665.7434022054076,20,,True
39,4,3,195,4.131172472238541,6.139702722886416,4.131172472238541,665.0222400203347,20,,True
40,4,3,210,1.6218800048033397,2.05891164305488,1.6218800048033397,664.8994297720492,20,,True
41,4,3,225,3.479258630673091,3.792872033189641,3.479258630673091,671.343641821295,20,,True
42,4,35,30,8.26782376250873,10.397532559020046,8.26782376250873,664.6251347847283,20,,True
43,4,35,45,6.767798433204492,7.973453038634831,6.767798433204492,664.2651399597526,20,,True
44,4,35,60,3.6261706123749415,5.313566764419595,3.6261706123749415,663.9346210286021,20,,True
45,4,35,75,2.278529179096222,3.3511840425656594,2.278529179096222,669.1090418025851,20,,True
46,4,35,90,2.965697737534841,6.477026858485097,2.965697737534841,664.6179016679525,20,,True
47,4,35,105,5.733817192415397,7.70589359086776,5.733817192415397,664.3396397121251,20,,True
48,4,35,120,4.894895605742931,6.288831112044855,4.894895605742931,665.4116497375071,20,,True
49,4,35,135,3.347082566966613,5.328372068301357,3.347082566966613,664.8086197674274,20,,True
50,4,35,150,4.029999728500843,5.604871858108436,4.029999728500843,664.2778138630092,20,,True
51,4,35,165,11.19325476884842,16.526406998067518,11.19325476884842,664.6074019372463,20,,True
52,4,35,180,22.76013325850169,37.83537908306305,22.76013325850169,664.6926212124527,20,,True
53,4,35,195,5.283557538191477,7.044203378432015,5.283557538191477,665.1493776589632,20,,True
54,4,35,210,2.5692719221115112,3.3225827736023024,2.5692719221115112,665.7889271155,20,,True
55,4,35,225,4.499152034521103,7.700672171460243,4.499152034521103,666.6209669783711,20,,True
56,4,48,30,4.979468242009171,7.915945716723097,4.979468242009171,666.8080380186439,20,,True
57,4,48,45,14.759902271380026,22.115585029438904,14.759902271380026,665.9559300169349,20,,True
58,4,48,60,13.272444322953621,20.413229704901116,13.272444322953621,665.1425948366523,20,,True
59,4,48,75,5.344608750986906,8.439093671156938,5.344608750986906,665.1852559298277,20,,True
60,4,48,90,4.874050369858741,6.320436780580696,4.874050369858741,665.1264452375472,20,,True
61,4,48,105,7.816451948384444,11.777699835934417,7.816451948384444,665.684511885047,20,,True
62,4,48,120,27.75264593263467,41.88817366043495,27.75264593263467,665.2330448850989,20,,True
63,4,48,135,25.31013477096955,36.60121534010362,25.31013477096955,675.1107960008085,20,,True
64,4,48,150,12.049367473522823,15.681412414691938,12.049367473522823,669.2795320414007,20,,True
65,4,48,165,5.819897178808848,6.478352905313369,5.819897178808848,664.8166147060692,20,,True
