config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline_selector=adaptive_k:2.41:4.44,,,1698,11.781744255411246,24.78262742604094,,461.1285065766424,20.0,,12996.19677734375,13086.0,True
threshold=0.35_gamma=8_selector=adaptive_k:2.41:4.44,0.35,8,1698,11.82494632773541,24.816175649715106,,98.3525610063225,4.104829210836278,5.985773899848255,13004.08984375,13086.0,True
