config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline,,,50,11.036768085417648,22.132159381010695,,569.3689482286572,20.0,,12996.11669921875,13086.0,True
threshold=1.0_gamma=8,1.0,8,50,11.057485279815893,22.171438161914658,,121.4685111772269,4.02,6.185430463576159,13002.93115234375,13086.0,True
threshold=1.5_gamma=8,1.5,8,50,11.063315919337173,22.182884303845075,,121.38463649898767,4.02,6.23841059602649,13001.4306640625,13086.0,True
threshold=2.5_gamma=8,2.5,8,50,11.08302636426439,22.09694531296065,,121.60742585547268,4.02,6.2781456953642385,13001.4306640625,13086.0,True
