config,threshold,gamma,num_samples,mae,corrected_rmse,test_loss,latency_median_ms,target_forward_avg,accepted_per_iteration_avg,peak_allocated_mib,peak_reserved_mib,metric_valid
baseline,,,1698,12.798559396025476,27.118723422261244,,570.4670855775476,20.0,,12996.11669921875,13086.0,True
threshold=0.35_gamma=8,0.35,8,1698,12.831301641086654,27.141736128537733,,124.41908335313201,4.210836277974087,5.699743213499633,13003.93115234375,13086.0,True
threshold=0.7_gamma=8,0.7,8,1698,12.849403701948885,27.154655461187122,,124.00522129610181,4.083627797408716,6.028074866310161,13003.93115234375,13086.0,True
threshold=1.5_gamma=8,1.5,8,1698,12.892513489803276,27.236853099700895,,123.46125743351877,4.03356890459364,6.201708406134731,13003.93115234375,13086.0,True
threshold=2.5_gamma=8,2.5,8,1698,12.929292182552446,27.327806831298513,,123.62032593227923,4.0159010600706715,6.269673891818004,13002.4306640625,13086.0,True
